Time,CPU Frequency,CPU Load,Memory Usage,Wi-Fi RSSI Level,Quality,Screen Bright,Battery,Download,Upload
0.0,0.9999999999999999,0.0,0.7397830927242683,0.875,0.0,0.0,1.0,0.0,1.0
0.007180877083008737,0.9999999999999999,0.0,0.7403935933347707,0.875,0.0,0.0,1.0,0.0,1.0
0.014415380657504268,0.3423076923076922,0.0,0.7533577533577525,0.875,0.0,0.0,1.0,0.0,1.0
0.021652782961269355,0.7749999999999998,0.0,0.6831501831501807,0.875,0.0,0.0,1.0,0.0,1.0
0.02890830232296917,0.7749999999999998,0.0,0.34884723120017114,0.875,0.0,0.0,1.0,0.0,1.0
0.03614715399136904,0.44999999999999996,0.0,0.5852187028657614,0.875,0.0,0.0,1.0,0.0,1.0
0.043423689140273135,0.8999999999999998,0.0,0.5336852689793847,0.875,0.0,0.0,1.0,0.0,1.0
0.050668338267212114,0.3423076923076922,0.0,0.6895065718595124,0.875,0.0,0.0,1.0,0.0,1.0
0.0579057405709772,0.8999999999999998,0.0,0.05605832076420292,0.875,0.0,0.0,1.0,0.0,1.0
0.06514604160401184,0.9999999999999999,0.0,0.7653163829634426,0.875,0.0,0.0,1.0,0.0,1.0
0.0723856179547291,0.6749999999999999,0.0,0.25712849242260916,0.875,0.0,0.0,1.0,0.0,1.0
0.07962736835239852,0.9999999999999999,0.0,0.5361272714213872,0.875,0.0,0.0,1.0,0.0,1.0
0.08691042564215912,0.3423076923076922,0.0,0.6745313510019368,0.4375,0.0,0.0,1.0,0.0,1.0
0.09414637858128944,0.3423076923076922,0.0,0.4617180205415483,0.875,0.0,0.0,1.0,0.0,1.0
0.10138305620273713,0.12499999999999989,0.0,0.615635997988937,0.25,0.0,0.0,1.0,0.0,1.0
0.10862770532967611,0.3423076923076922,0.0,0.6389427565898149,0.5625,0.0,0.0,1.0,0.0,1.0
0.11586800636271075,0.3423076923076922,0.0,0.6204122674710906,0.5625,0.0,0.0,1.0,0.0,1.0
0.12310903207806279,0.9999999999999999,0.0,0.6248653307476832,0.3125,0.0,0.0,1.0,0.0,1.0
0.1303529565226844,0.5749999999999998,0.0,0.5646412411118273,0.6875,0.0,0.0,1.0,0.0,1.0
0.13762369421304937,0.20288461538461533,0.0,0.7435538317891268,0.6875,0.0,0.0,1.0,0.0,1.0
0.14486616929303617,0.9999999999999999,0.0,0.5324283559577676,0.6875,0.0,0.0,0.8333333333333339,0.0,1.0
0.1521071950083882,0.9999999999999999,0.0,0.9774473892120934,0.3125,0.0,0.0,0.8333333333333339,0.0,1.0
0.15935401818227934,0.44999999999999996,0.0,0.681965093729799,0.9375,0.0,0.0,0.8333333333333339,0.0,1.0
0.16659504389763138,0.5749999999999998,0.0,0.5249946132299055,0.25,0.0,0.0,0.8333333333333339,0.0,1.0
0.1738375189776182,0.12499999999999989,0.0,0.6293183940242759,0.9375,0.0,0.0,0.8333333333333339,0.0,1.0
0.18111767753810923,0.3423076923076922,0.0,0.22100122100122022,0.25,0.0,0.0,0.8333333333333339,0.0,1.0
0.1883565292065091,0.9999999999999999,0.0,0.5121022768081591,0.25,0.0,0.0,0.8333333333333339,0.0,1.0
0.19559538087490896,0.2817307692307691,0.0,0.7403217697335354,0.6875,0.0,0.0,0.8333333333333339,0.0,1.0
0.20283278317867406,0.6749999999999999,0.0,0.7109459168282708,0.125,0.0,0.0,0.8333333333333339,0.0,1.0
0.21007453357634348,0.6749999999999999,0.0,0.7110895640307415,1.0,0.0,0.0,0.8333333333333339,0.0,1.0
0.21731918270328246,0.9999999999999999,0.0,0.4840910723263665,1.0,0.0,0.0,0.8333333333333339,0.0,1.0
0.2245986165814561,0.9999999999999999,0.0,0.6809954751131198,1.0,0.0,0.0,0.8333333333333339,0.0,1.0
0.23184109166144293,0.9999999999999999,0.0,0.7277526395173464,1.0,0.0,0.0,0.8333333333333339,0.0,1.0
0.23908501610606453,0.6749999999999999,0.0,0.7410759175465049,1.0,0.0,0.0,0.8333333333333339,0.0,1.0
0.24632386777446438,0.3423076923076922,0.0,0.29128061481002554,1.0,0.0,0.0,0.8333333333333339,0.0,1.0
0.25356851690140336,0.8999999999999998,0.0,0.6195503842562662,0.4375,0.0,0.0,0.8333333333333339,0.0,1.0
0.2608102672990728,0.3423076923076922,0.0,0.4021044315161948,0.5,0.0,0.0,0.8333333333333339,0.0,1.0
0.2680527423790596,0.3423076923076922,0.0,0.6821446527328856,0.5,0.0,0.0,0.8333333333333339,0.0,1.0
0.2752966668236812,0.20288461538461533,0.0,0.4102204984557911,0.25,0.0,0.0,0.8333333333333339,0.0,1.0
0.28257175260795053,0.44999999999999996,0.0,0.66939596351361,0.25,0.0,0.0,0.8333333333333339,0.0,1.0
0.2898171264172069,0.20288461538461533,0.0,0.46663793722617264,0.9375,0.0,0.0,0.8333333333333339,0.0,1.0
0.2970603261795111,0.3423076923076922,0.0,0.6858435681965087,0.9375,0.0,0.0,0.8333333333333339,0.0,1.0
0.30429845316559356,0.8999999999999998,0.0,0.7323134381957903,0.9375,0.0,0.0,0.8333333333333339,0.0,1.0
0.31154310229253257,0.5749999999999998,0.0,0.6084895496660199,0.9375,0.0,0.0,0.8333333333333339,0.0,1.0
0.3187841280078846,0.2817307692307691,0.0,0.7389930331106793,0.9375,0.0,0.0,0.8333333333333339,0.0,1.0
0.32605848910983654,0.9999999999999999,0.0,0.5486245780363408,0.9375,0.0,0.0,0.8333333333333339,0.0,1.0
0.33329734077823636,0.12499999999999989,0.0,0.5802269625799017,0.9375,0.0,0.0,0.8333333333333339,0.0,1.0
0.3405369171289536,0.12499999999999989,0.0,0.5414422179128042,0.9375,0.0,0.0,0.8333333333333339,0.0,1.0
0.34778518966747957,0.3423076923076922,0.0,0.7407527113409476,0.9375,0.0,0.0,0.8333333333333339,0.0,1.0
0.355026940065149,0.3423076923076922,0.0,0.6359620771385455,0.9375,0.0,0.0,0.8333333333333339,0.0,1.0
0.36227231387440534,0.3423076923076922,0.0,0.7428355957767732,0.9375,0.0,0.0,0.6666666666666679,0.0,1.0
0.36951478895439216,0.12499999999999989,0.0,0.5802987861811371,0.9375,0.0,0.0,0.6666666666666679,0.0,1.0
0.37675219125815723,0.12499999999999989,0.0,0.5590390002154688,0.9375,0.0,0.0,0.6666666666666679,0.0,1.0
0.38402727704242656,0.9999999999999999,0.0,0.5228399051928445,0.9375,0.0,0.0,0.6666666666666679,0.0,1.0
