4,4,1,1,29233,750,4,340,15,100,20,0,3,1
4,4,1,1,34862,1850,8,0,15,100,80,0,5,1
4,4,1,1,41781,4300,12,0,15,100,360,0,6,1
4,4,1,1,48028,4300,16,0,15,100,480,0,6,1
4,4,1,1,30448,4300,20,0,15,100,600,0,6,1
4,4,1,1,29448,4300,24,0,15,100,710,0,6,1
4,4,1,1,1727,1850,12,0,15,100,116,0,5,1
4,4,1,1,1724,300,12,0,15,100,12,0,2,1
4,4,1,1,1833,4300,15,0,15,100,450,0,6,1
4,4,1,1,1527,1850,10,0,15,100,103,0,5,1
4,4,1,1,1492,1850,12,0,15,100,117,0,5,1
4,4,1,1,1687,1850,12,0,15,100,119,0,5,1
4,4,1,1,1728,1850,12,0,15,100,117,0,5,1
4,4,1,1,510,300,10,0,15,100,10,0,2,1
4,4,1,1,331,300,12,0,15,100,12,0,2,1
4,4,1,1,401,750,11,0,15,100,57,0,3,1
4,4,1,1,405,1850,12,0,15,100,116,0,5,1
4,4,1,1,418,4300,15,0,15,100,444,0,6,1
4,4,1,1,1102,4300,13,0,15,100,395,0,6,1
4,4,1,1,1155,4300,16,0,15,100,492,0,6,1
4,4,1,1,3371,4300,15,0,15,100,438,0,6,1
4,4,1,1,3431,4300,18,0,15,100,538,0,6,1
4,4,1,1,3448,4300,21,0,15,100,635,0,6,1
4,4,1,1,3820,4300,25,0,15,100,742,0,6,1
4,4,1,1,3725,4300,28,0,15,100,847,0,6,1
4,4,1,1,31243,4300,30,0,15,100,891,0,6,1
4,4,1,1,4353,4300,28,0,15,100,832,0,6,1
4,4,1,1,4337,4300,30,0,15,100,889,0,6,1
4,4,1,1,4450,4300,30,0,15,100,895,0,6,1
4,4,1,1,4527,4300,30,0,15,100,894,0,6,1
4,4,1,1,4563,4300,30,0,15,100,894,0,6,1
4,4,1,1,27156,4300,30,0,15,100,893,0,6,1
4,4,1,1,28803,4300,30,0,15,100,899,0,6,1
4,4,1,1,29482,4300,30,0,15,100,886,0,6,1
4,4,1,1,4345,4300,28,0,15,100,826,0,6,1
4,4,1,1,4325,4300,30,0,15,100,894,0,6,1
4,4,1,1,4335,4300,30,0,15,100,893,0,6,1
4,4,1,1,4376,4300,30,0,15,100,900,0,6,1
4,4,1,1,4483,4300,30,0,15,100,899,0,6,1
4,4,1,1,23320,4300,30,0,15,100,897,0,6,1
4,4,1,1,23106,4300,30,0,15,100,895,0,6,1
4,4,1,1,4381,4300,28,0,15,100,845,0,6,1
4,4,1,1,4367,4300,30,0,15,100,886,0,6,1
4,4,1,1,4165,4300,30,0,15,100,892,0,6,1
4,4,1,1,4163,4300,30,0,15,100,897,0,6,1
4,4,1,1,4197,4300,30,0,15,100,893,0,6,1
4,4,1,1,28031,4300,30,0,15,100,893,0,6,1
4,4,1,1,28464,4300,30,0,15,100,900,0,6,1
4,4,1,1,27945,4300,30,0,15,100,897,0,6,1
4,4,1,1,32402,750,4,216,15,100,20,0,3,1
4,4,1,1,26945,4300,7,0,15,100,219,0,6,1
4,4,1,1,27535,4300,11,0,15,100,324,0,6,1
4,4,1,1,28606,4300,15,0,15,100,444,0,6,1
4,4,1,1,4105,4300,18,0,15,100,541,0,6,1
4,4,1,1,4235,4300,22,0,15,100,661,0,6,1
4,4,1,1,4219,4300,26,0,15,100,781,0,6,1
