1024,0.435,0.071,1,0,144,0,2,1
1024,0.334,0.028,1,0,144,0,2,1
1024,0.348,0.043,1,0,144,0,2,1
1024,0.48,0.065,2,2,240,0,2,1
1024,0.308,0.055,1,0,240,0,2,2
1024,0.323,0.037,1,0,240,0,2,2
1024,0.482,0.082,1,0,240,0,2,2
1024,0.341,0.044,1,0,480,0,2,4
1024,0.531,0.076,2,2,240,0,2,3
1024,0.308,0.055,2,2,240,0,2,3
1024,0.48,0.073,1,0,144,0,2,1
1024,0.48,0.054,1,0,144,0,2,1
1024,0.454,0.051,2,2,144,0,2,1
1024,0.435,0.071,2,2,144,0,2,1
1024,0.487,0.062,2,2,144,0,2,2
1024,0.435,0.069,2,2,144,0,2,1
1024,0.454,0.08,1,0,144,0,2,1
1024,0.426,0.047,1,0,144,0,2,1
1024,0.472,0.085,2,2,240,0,2,1
1024,0.494,0.067,1,0,144,0,2,1
1024,0.325,0.039,1,0,144,0,2,2
1536,0.486,0.078,1,0,144,0,2,1
1536,0.354,0.065,1,0,144,0,2,1
1536,0.483,0.064,1,0,144,0,2,2
1536,0.48,0.065,1,0,144,0,2,1
1536,0.502,0.063,2,2,144,0,2,1
1536,0.341,0.044,2,2,144,0,2,2
1536,0.494,0.067,1,0,240,0,2,3
1536,0.458,0.078,1,0,240,0,2,2
1536,0.414,0.068,1,0,240,0,2,2
1536,0.347,0.036,2,2,240,0,2,2
1536,0.48,0.065,1,0,720,0,2,4
1536,0.488,0.077,2,2,240,0,2,3
1536,0.285,0.054,1,0,144,0,2,2
1536,0.386,0.052,1,0,240,0,2,1
1536,0.285,0.054,1,0,144,0,2,2
1536,0.481,0.041,1,0,144,0,2,1
1536,0.483,0.064,1,0,144,0,2,1
1536,0.354,0.065,1,0,144,0,2,1
1536,0.324,0.032,2,2,144,0,2,1
1536,0.497,0.084,2,2,144,0,2,2
1536,0.477,0.057,2,2,144,0,2,2
1536,0.363,0.063,2,2,144,0,2,2
2048,0.332,0.032,1,0,240,0,2,3
2048,0.487,0.042,1,0,240,0,2,3
2048,0.487,0.062,1,0,240,0,2,3
2048,0.48,0.048,1,0,240,0,2,2
2048,0.334,0.028,1,0,240,0,2,3
2048,0.386,0.052,2,2,240,0,2,3
2048,0.444,0.084,2,2,240,0,2,3
2048,0.489,0.072,1,0,240,0,2,3
2048,0.48,0.074,1,0,240,0,2,3
2048,0.469,0.066,1,0,240,0,2,3
2048,0.505,0.051,1,0,240,0,2,3
2048,0.477,0.057,1,0,240,0,2,3
2048,0.481,0.041,1,0,240,0,2,3
2048,0.487,0.062,1,0,240,0,2,3
2048,0.326,0.061,1,0,240,0,2,3
2048,0.379,0.073,1,0,240,0,2,3
2048,0.399,0.07,1,0,240,0,2,3
2048,0.489,0.082,1,0,240,0,2,2
2048,0.48,0.048,2,2,240,0,2,3
2048,0.505,0.051,2,2,240,0,2,3
2048,0.334,0.028,2,2,240,0,2,3
2048,0.33,0.027,2,2,240,0,2,3
2048,0.438,0.044,2,2,240,0,2,2
2048,0.477,0.05,2,2,240,0,2,3
2048,0.341,0.033,2,2,240,0,2,3
